Gene,logFC,NegativeLogPValue
44440,0.13256963,0.661604
Arhgef17,-0.070686795,0.66162735
Tecpr2,0.06236137,0.6616531
Polr2c,-0.071119845,0.66168827
Bptf,-0.06644686,0.661812
Zkscan4,-0.13843863,0.6618652
Hpdl,0.17746657,0.6619027
Bcl10,0.06809613,0.6619522
Tgds,0.119555674,0.6619696
9130401M01Rik,-0.09158517,0.6619781
Dnajc8,-0.059766483,0.6620823
Gm15564,-0.19164321,0.6621411
Gm9816,0.14258076,0.66216403
Cox11,-0.11259373,0.6621826
Tctn1,-0.06761739,0.6622161
Grrp1,0.09810497,0.6622776
Tanc1,0.06313892,0.66246027
Aff3,0.074767664,0.6624758
Pabpn1,0.06113501,0.66254526
Hdac8,0.0770557,0.66257566
Gm22532,-0.15310825,0.6626366
Gm6542,0.12651408,0.6627143
Gm15991,0.24549314,0.6627198
Prox2,-0.08145933,0.66275346
Aasdhppt,0.07394805,0.66277343
Gm12164,0.10691855,0.6629947
Mrpl3,0.063290246,0.6630468
Fam76b,0.062313132,0.66313213
Adamts13,-0.22610597,0.66332126
Ppp4r1,0.059792,0.6633647
Snupn,0.11380363,0.66337174
Birc3,-0.0715446,0.6634066
Grpel2,0.0786518,0.6637544
Cars2,-0.080739014,0.6637677
Tbl3,-0.069857374,0.6638451
Cast,0.060670983,0.6638452
Plekha6,-0.071447775,0.6639082
Lilra5,-0.16697556,0.6640764
Abcf3,-0.059705157,0.6640902
Map2k5,-0.060027033,0.66424006
Dhx38,-0.061021768,0.6642889
Gm8152,-0.17494635,0.6643357
Zyx,-0.074072115,0.66438466
Taf1b,-0.07711863,0.6643918
Plekhm3,-0.05973931,0.6644417
Gm29257,-0.1984227,0.66445494
8030453O22Rik,-0.12831292,0.66454685
2610008E11Rik,-0.0611461,0.6645695
Clip4,0.06686001,0.66468567
Pbxip1,0.07282092,0.6647662
Pgm5,0.12733196,0.66492665
2610027K06Rik,0.12570234,0.6649786
Rpl35a,-0.061771944,0.665134
Gm16166,-0.18163268,0.66521025
4930594M22Rik,0.11197008,0.665361
Mapk14,-0.062610306,0.6654611
Adrm1,-0.06244839,0.66548616
Ctbp1,0.06799762,0.6655473
Aen,-0.07911008,0.6655643
Fancb,0.14773089,0.6655956
Gm26660,-0.0900228,0.6656682
Hp1bp3,0.067470446,0.6657291
Gm8818,0.08309339,0.6657818
Bbc3,0.073982306,0.6657861
Decr1,-0.06231034,0.6658295
Ufd1,0.063241675,0.6658432
Crk,-0.06786808,0.6658494
Rcor3,-0.06234022,0.66594154
Mpc1,0.0729828,0.6661263
Gstz1,0.06816842,0.666157
Myh6,0.060147908,0.6662457
Nsmf,-0.06571286,0.6663097
Zfp771,-0.06582997,0.6663379
Zfp93,-0.08981811,0.66641825
Mvb12a,0.06776294,0.66648895
Dock9,-0.067965716,0.6665704
Hltf,0.060966995,0.6668776
Zfp551,-0.10392931,0.6669104
Madd,0.066187754,0.6669783
Gm6055,0.102195,0.6670121
BC051077,0.20087272,0.66710865
Xkr6,0.0776078,0.6671767
Trpc4ap,0.06596811,0.66725135
Laptm4b,0.06609527,0.6673231
Tmem115,0.060924336,0.6674358
Gm29216,0.06533831,0.66745436
Acadsb,0.059043594,0.6674549
Immt,0.061139368,0.6675786
Gm13207,0.12697674,0.6676834
Calm3,-0.066817015,0.6676842
Kif21b,0.089793876,0.66771024
Dip2b,0.06529649,0.6677423
Nox4,0.19589536,0.6677779
Atp6v0c,0.0601209,0.66778195
Edem3,-0.06545149,0.6678065
Ndst2,-0.060241222,0.6680086
Gm13669,0.14246307,0.66823345
Ppp1r3f,-0.066976056,0.66832304
Rin2,-0.062633984,0.66834563
Naa60,0.06661995,0.66840607
Reps2,-0.06399323,0.66848445
Thoc5,-0.06638173,0.6685132
Zbtb37,-0.065210395,0.66864294
Fastkd1,0.08029293,0.6686758
Phkg2,0.066945195,0.66875327
Nectin2,0.071778335,0.6688346
Gm24339,-0.09532575,0.6689307
Ipmk,-0.0684285,0.66899174
Cttnbp2nl,-0.06819633,0.6691869
Atrx,0.06594939,0.66923064
Herc2,-0.066050395,0.66926324
Ttc37,-0.06287957,0.6694225
Miga2,0.06145164,0.6695366
Nomo1,-0.06754649,0.6696614
Phf10,-0.060589124,0.66966456
Tsen2,-0.07408879,0.6696773
Gm43213,0.21007624,0.66967916
Zhx1,-0.06655914,0.6696935
Mrpl24,0.06278514,0.66975737
Mrps14,0.08842809,0.6698382
Enpp2,0.06615826,0.66992044
Ifi204,-0.13127142,0.6699534
Bcorl1,-0.060882296,0.669955
Dynlt3,0.06584801,0.67007554
Hdhd5,-0.06675271,0.6703912
Tmem30a,0.06450677,0.6704781
Sptssa,0.0740918,0.6704888
Vkorc1,0.12466761,0.67049265
Ptpn1,-0.0623648,0.6704968
Apbb1,0.0703324,0.6705543
Tuba1c,0.08717319,0.6706041
Slfn9,0.16815563,0.67061484
Grk6,0.058875836,0.6708796
Gm8974,0.15912502,0.6710049
D030028A08Rik,0.09025523,0.67122597
Trappc3,0.06186116,0.67124236
A530072M11Rik,-0.17507423,0.67127633
Wnt10b,0.15468332,0.6714205
Unc5b,0.13086902,0.6714588
Itgb3bp,-0.08378926,0.6714732
Arl3,-0.059330687,0.6716237
Sgk3,0.0615056,0.67163146
Nt5e,-0.07397301,0.6716791
Set,0.066161394,0.67172223
Gm26632,0.1368675,0.67196864
Yars,0.060151696,0.6719738
Ess2,0.06196895,0.672004
Dnajb5,0.07902491,0.6720104
Efhd1,0.06678002,0.6720372
Nfu1,0.06631816,0.6720843
Gcfc2,0.07859472,0.6720977
Ryk,0.06567889,0.6721379
Slc44a1,0.06591112,0.6721472
Adcy8,0.099870786,0.6721878
Vrk2,-0.0970873,0.67220086
Gm17227,0.10950892,0.6722264
Thoc2,-0.059150446,0.6722419
Atp10d,-0.07761052,0.67230314
Epsti1,0.14471377,0.67237663
Myh7b,-0.100745626,0.6723882
Gpr160,-0.102794684,0.67240953
Rmnd5b,-0.06474561,0.67246485
Tmc3,0.075708546,0.6724904
Gm650,-0.11348185,0.672538
Rps9,-0.06546678,0.67254543
4933413J09Rik,-0.17124425,0.67264503
Scml4,0.11364173,0.6726488
Ecpas,0.065257795,0.67267704
Adal,0.08958493,0.67277
Rnf225,0.12836392,0.67283976
Gm8172,-0.17015052,0.6730274
Slc38a11,0.11672233,0.67305094
3110083C13Rik,0.14121833,0.67338765
Gm13608,0.14227161,0.6733909
Mup10,-0.3916878,0.6734977
Gm2044,-0.15541077,0.6735316
Anln,-0.06252762,0.67363435
Zfp750,0.12615111,0.6736536
Zfp3,0.08778805,0.6736786
Gm13620,0.1550217,0.67379755
Cryl1,-0.11250097,0.67394537
Cenpb,-0.064330466,0.6739987
Zdhhc7,-0.061017837,0.6740122
2310010J17Rik,0.11748782,0.6740367
Txndc9,-0.060865827,0.6740841
Pigu,0.06071453,0.67423713
4933400A11Rik,0.15210979,0.6742774
Anapc7,-0.06820249,0.6743288
Ppa1,0.0919451,0.67479455
Gm16794,-0.11250679,0.6749507
Ppp1cc,-0.058060873,0.67500734
Ppp1cc,-0.05806087,0.6750268
Ube4bos2,-0.18027431,0.6751012
Elof1,0.073360756,0.6751276
Eif3l,0.060904983,0.67513263
Luc7l2,-0.06544747,0.675197
Etf1,-0.05722294,0.6752758
Omg,0.09421834,0.6753805
Ctnna1,0.06572079,0.67538637
Tgm2,-0.062021736,0.67549235
St14,0.15281071,0.6755268
2810013P06Rik,0.07614032,0.67555743
Homez,-0.07810476,0.6756568
Gm10269,0.09500334,0.6756927
Scg3,0.10855502,0.6757003
Usf1,-0.060320076,0.67573833
Isca1,-0.058277786,0.67574745
Mpig6b,0.17867737,0.67576385
Atxn2,0.067395374,0.6758101
Gm15789,-0.10731854,0.675842
Sec14l2,0.09632596,0.6758725
Atg12,0.060229555,0.67592335
Nmb,-0.21101396,0.67604923
Col23a1,0.066708975,0.6761035
44262,-0.057020087,0.6761042
G0s2,-0.085791335,0.6761994
Med19,0.07671781,0.676202
Pank2,-0.059675004,0.6763169
Gm28836,-0.15613483,0.6763283
Gm13375,0.08564111,0.67635995
B3galt1,-0.14944685,0.6764259
Cmc1,0.09685579,0.6765665
Trmt5,0.11011663,0.67671305
Wdr19,0.060884446,0.6767241
Styx,-0.094359495,0.6767834
Gm11657,-0.13758902,0.6768105
Larp4,0.062725335,0.67684484
9130019P16Rik,-0.12174784,0.6771613
Ccpg1os,0.10855906,0.677223
Fyb,-0.099906094,0.6774814
9430037G07Rik,-0.15132794,0.6775515
Smarcd2,-0.07346523,0.6777132
Pomp,0.06485224,0.6778164
Ube2l6,0.08734682,0.6779507
Eif4g1,0.06401768,0.6779854
5730409E04Rik,0.060266875,0.6780656
Smad1,-0.062761165,0.67817885
Senp5,0.05839935,0.6781866
Celf5,0.093244135,0.67822826
Snapc1,-0.07117014,0.67823
Stard10,-0.07451504,0.6782912
Mapk6,-0.07306412,0.6786109
Hoxb8,-0.16331112,0.67865646
Tmem234,-0.056482386,0.6787244
Arhgap11a,0.11222995,0.67875284
Lrp6,-0.06389221,0.678754
Marveld1,-0.07093432,0.6787898
Tmem44,-0.060896832,0.67883897
Rab11fip2,0.06005891,0.6789733
Cnot3,-0.057850875,0.6790265
Ubap2l,-0.06387339,0.67903465
Sorcs2,-0.075217396,0.679061
Hist3h2a,0.10517559,0.6790718
Med27,0.082080916,0.6791989
Traf4,0.070140734,0.6792094
Gm3086,-0.1563069,0.67935777
Urm1,0.05743601,0.6793831
Gm10548,-0.1197266,0.67971957
Sfi1,-0.057246987,0.6799249
Fuk,-0.065782934,0.67996335
Gm15961,-0.16633533,0.6799983
Cfap97,0.07263031,0.6800935
Klc3,0.19666466,0.6801108
Dynlt1c,0.12841004,0.6801108
Lamc3,0.06755424,0.68015015
Rnf220,-0.05694212,0.6802152
Tuba1b,-0.064674124,0.680265
Cryab,0.06807016,0.6803231
Clpb,-0.05638083,0.6803255
Cep170,0.060787953,0.68034923
Atp2b4,0.06951196,0.68042135
Olfr1033,-0.1827438,0.6804834
Gadd45gip1,0.08481293,0.6805705
Zfp119b,-0.1300659,0.680587
Chst11,-0.09313871,0.68061167
Il34,0.066822864,0.68068403
Rph3al,-0.11000345,0.6807816
Med6,-0.087696396,0.68084186
Gm10125,0.066068426,0.68084395
Gm24497,0.15248375,0.6808457
Mta1,-0.06453073,0.68088806
Pars2,-0.109938875,0.68092036
Pitx1,-0.10873339,0.68100226
Pmpca,0.05781814,0.68100613
Gm15775,-0.11836338,0.6810292
Gm16378,0.111936115,0.6810659
Wtap,0.059618685,0.68108267
Ktn1,-0.06350334,0.68128145
Arhgap21,-0.071345136,0.68147033
Pphln1,-0.05838212,0.681543
Psmd11,0.05872662,0.68168694
Slco1a5,-0.13686255,0.68179494
Ptpn14,-0.06605573,0.6818538
Gm25082,0.121900626,0.68195754
Zfp932,-0.081397854,0.68200874
Hist3h2bb-ps,-0.15493183,0.68202776
Eefsec,-0.06343336,0.682068
Tusc1,0.11833834,0.6820834
Washc2,-0.057125203,0.68216836
Lpin3,0.101077676,0.68217814
Gm26397,-0.14534108,0.682268
Gm23183,-0.1564782,0.682326
Dglucy,0.08159731,0.6823323
Cers6,0.06955823,0.6826043
A430106G13Rik,-0.15661894,0.6827191
Dusp23,-0.10218496,0.6828762
Ccdc181,-0.08539019,0.68296367
Mrps9,-0.06449242,0.6831002
Zfp108,-0.09388112,0.6831384
Prag1,0.05818919,0.6832842
Eloc,0.06338835,0.6833939
Rab4a,-0.06577912,0.68368995
Tpm3,0.06223093,0.68374974
Wars2,-0.07731654,0.6837707
Piezo1,0.06481184,0.6838472
Vps54,-0.056736395,0.68388474
Grb2,0.054692514,0.6841691
Fxr1,-0.055682715,0.68418515
Snx29,0.05687089,0.684215
Gm21816,0.14950484,0.6842277
Smarca2,-0.063063614,0.68441
Pter,0.058249526,0.6844798
Gm4924,-0.15459526,0.68451244
Snrpe,-0.0941028,0.68451583
Tmem143,0.062313497,0.6846944
4930402H24Rik,0.06426291,0.6847108
Mtfp1,0.17879456,0.6847468
Rbm6,-0.0620697,0.6847787
Pon1,-0.2384909,0.6848094
Vps37d,-0.08745042,0.68489075
Stx7,0.057826225,0.68495166
Tnks1bp1,0.06415015,0.6850996
Gm26538,-0.09591437,0.6851545
Ilf2,-0.05994398,0.6851548
Zbtb38,-0.062402315,0.6853863
Upf1,-0.06219242,0.6854808
Akr7a5,0.06650641,0.6854825
Pip5k1c,-0.06579856,0.68559426
Slc39a14,-0.06286547,0.68568975
Zfp131,-0.06561561,0.6856971
Dirc2,-0.06312397,0.68581736
Anxa3,0.060602214,0.68582374
Arrdc1,-0.07171067,0.6858286
Ncf1,-0.14258209,0.68584096
Paxip1,-0.057210583,0.6858809
Ptpn23,-0.07380705,0.6859159
Ttc33,-0.06425405,0.6861101
Gm11460,0.13786913,0.68618876
Eif4h,0.0605935,0.6862242
Mettl5,0.09681974,0.68624383
4930581F22Rik,0.09814558,0.6863298
Daam1,-0.060873624,0.68645406
2610301B20Rik,-0.09263664,0.6865289
Ccl11,-0.07391157,0.68654513
Pde1c,0.10622314,0.68661535
Was,0.10808708,0.6866724
Ythdf2,-0.05753055,0.68669087
Dhrs7,-0.059594695,0.6867587
Wdr41,0.071912296,0.68691915
Cnst,-0.06259818,0.68701565
Tmem201,-0.06275164,0.6870657
Slc6a20a,-0.14793354,0.68713564
Cpsf4l,0.09889238,0.6871395
Tmie,-0.13211116,0.6871882
Pten,0.060569573,0.68725985
Mapk11,0.1479651,0.6874996
Pard6a,-0.092982635,0.6875201
Exosc5,-0.06817517,0.6876411
Gm13543,-0.15383618,0.6876546
Sptbn1,-0.064062044,0.6877745
Dennd4c,-0.065167174,0.6877915
Leng1,-0.08320554,0.6878131
Gm13091,-0.13721313,0.6879456
1700001K19Rik,-0.0963073,0.6879922
Hist1h4h,-0.056734815,0.6881168
Irs3,0.08178847,0.68816227
Tgfb1,0.06584825,0.6883936
Gm15696,0.1450827,0.68865716
Ube2r2,0.055546787,0.68871605
1700095J12Rik,0.16687644,0.6887525
Rbm15b,-0.057580035,0.68888736
Fendrr,-0.113966465,0.6889166
Tjp3,0.15516998,0.6889459
Slfn2,-0.12793589,0.6890788
Synj2,-0.06005819,0.68912596
Gm11199,0.18820672,0.6891621
Adprm,-0.08533064,0.6892539
Spop,0.060918264,0.6893049
Gm14770,0.13436566,0.68962395
Yipf2,0.063616484,0.6896768
Zfp13,-0.0780655,0.6897251
Ciita,-0.0815574,0.6898565
Cmtm8,-0.17204516,0.68999773
Prpf8,-0.060340337,0.6900031
Gm13961,0.15056857,0.6900244
Dbp,-0.1221808,0.6900578
Slc29a1,-0.09508236,0.69011754
Frmd6,0.070567995,0.6901462
4933440N22Rik,-0.08802722,0.6901888
Arhgap45,0.06887557,0.6902158
Spata7,-0.08689681,0.69024414
Gm8566,0.11661036,0.69025177
Wdr7,0.055207625,0.6903718
Arid2,-0.061572697,0.69038284
Abi1,-0.055261936,0.6904477
Trim14,0.10749993,0.6904671
Ddx58,-0.060059216,0.6904683
Hspa4,0.061809897,0.69049865
Dnmt3b,-0.09103998,0.69070303
Gm13453,-0.113323465,0.69075286
Mmp11,0.088690035,0.6908274
Trim36,0.09892624,0.69094294
Gm17709,-0.09429842,0.6910728
Pold2,0.060074326,0.69110054
Pan2,0.05768176,0.69130474
Gm12247,-0.16035289,0.69143915
Rarb,0.070692375,0.69148874
Osbp2,-0.08659485,0.6915297
Aar2,-0.0595864,0.69154525
Sbf2,0.062010337,0.691559
Srcap,-0.06493713,0.6915634
Phactr4,-0.058598146,0.6916265
Fut11,0.05974867,0.69177836
Tmem170,0.07837396,0.6918722
Ppp1r15b,-0.065125905,0.6919017
Fuz,-0.06110732,0.6923511
Rsu1,0.062867045,0.69241196
Tmem206,-0.07830064,0.6924619
Gpx4,-0.06101688,0.69255114
D10Jhu81e,0.060180467,0.6926173
Gm9575,-0.16670112,0.69265693
Polr3b,0.059546307,0.69269276
Thyn1,-0.12149004,0.6927982
Fam163b,-0.14458652,0.6928051
Fundc2,0.07292821,0.69284
Cnot7,0.055782836,0.6929921
Cwf19l1,-0.08185348,0.6929963
Krba1,0.059095103,0.6929996
A330074K22Rik,0.1424519,0.6930084
Crybg3,0.06250908,0.6932216
Siah1b,0.11403825,0.6932296
Ccdc30,0.09254176,0.6934642
Rev3l,0.061961696,0.69348896
Psip1,-0.060502663,0.69358987
Crebzf,-0.061225515,0.6937062
Slc39a8,-0.13661818,0.6938058
Gm14399,-0.08286431,0.6938619
AI182371,-0.1751512,0.6938871
Nol8,-0.07336507,0.6938893
Gm20705,-0.0902188,0.6940138
Cobl,0.07781293,0.69402874
Ptar1,-0.056738522,0.69405514
Rpl32,0.058384202,0.69412357
Mis18a,0.11760667,0.69415
Col4a6,0.115801856,0.6941829
Clec1a,-0.10180127,0.6942742
Aldoart2,0.2028747,0.6943232
Hsd11b1,-0.10132803,0.6943542
Gng12,-0.060951605,0.69436514
Mtrex,-0.054808058,0.6943868
Bloc1s1,-0.10404715,0.69446075
Actr8,-0.056204382,0.6944866
Kdm4b,-0.062342092,0.69450873
Actr1a,-0.06165382,0.6945444
5330439K02Rik,-0.13943976,0.69455624
Ccdc112,-0.099856384,0.69457275
Gripap1,-0.053626705,0.6946163
Fbxl21,-0.074028246,0.6946345
Mipep,0.07923589,0.6946495
Eif3f,0.06047364,0.69474727
Pigo,-0.059366427,0.69477254
Spef1,-0.10252854,0.69492406
Zcwpw2,-0.13073833,0.6951617
Tex261,0.05435266,0.6951917
Polq,0.102162346,0.69521916
Parvg,-0.12433417,0.69537365
Rragc,0.05554832,0.69550675
Zbtb33,-0.05952383,0.6959524
Ulk4,-0.059363782,0.6960775
Pspc1,0.055269316,0.69610256
Tmem161b,0.08074396,0.696244
Zfp955b,-0.095324956,0.69630176
Prmt3,-0.071190074,0.69631267
Exoc6,-0.058733787,0.6963875
Cubn,0.069662385,0.6965509
Gm20702,0.16985507,0.6966186
Klhdc1,-0.08441957,0.69670576
Sft2d2,-0.060895495,0.69702953
Rbm14,-0.054472554,0.6973015
Nckap5l,0.054836787,0.6974088
Gm15711,-0.09372698,0.6974861
Tmem65,-0.059575338,0.6975691
Gm10524,0.07300203,0.6975936
Paip1,0.05447576,0.69766796
Aldh3a2,0.057110075,0.6976988
Gm29264,0.16884185,0.69774806
Trappc6b,-0.057318967,0.69776267
Ints7,0.060062025,0.6978803
Kalrn,0.06089516,0.6978811
Wdr27,-0.16070232,0.69788903
Snapc4,-0.05824393,0.69793373
Gm15989,0.13844486,0.6979387
Gbe1,0.067728296,0.69803536
Cdk4,0.05717128,0.69816285
Decr2,-0.0610138,0.69819087
Sema4c,-0.062262338,0.69820297
Arpc5l,0.059578404,0.6983105
Msi1,0.09666308,0.6983178
4932443L11Rik,0.10858324,0.69844574
Ptbp3,0.058493596,0.69847727
Tedc1,0.11606365,0.69853234
F8a,0.08934264,0.6985871
Vps35,0.05758098,0.6990088
Btbd1,0.0594021,0.6990431
Fam193a,-0.06026088,0.69919235
Dicer1,-0.059317507,0.6992972
Sp140,-0.11167322,0.69934154
Galnt2,0.093986034,0.69938403
Frg1,0.07729911,0.6994997
Caprin1,-0.060073867,0.6995063
Cdk11b,-0.053709164,0.69951093
Cul4a,0.05444045,0.69955605
Prim2,-0.09223561,0.6996131
Pggt1b,0.060944986,0.6996291
Rhpn2,-0.08912314,0.6996857
Zfp668,-0.054417495,0.6997309
Gm13689,-0.09997815,0.69973373
Fam216a,-0.11334778,0.69982105
Dhrs3,0.087601826,0.7000408
Rgs10,0.10246157,0.7001817
Wasl,-0.05981802,0.7003498
Cdkl1,-0.14504144,0.70038855
Gldnos,0.112298325,0.70045745
Eif3d,-0.05855012,0.7004997
Atp5a1,0.058166776,0.7005739
Ccdc51,0.09427338,0.7005883
Sat2,0.08948495,0.7007694
Rpl6,-0.061064646,0.7008771
Klhdc7a,-0.16500428,0.70096296
Riiad1,-0.13363644,0.70101833
Spag8,0.11502645,0.70104593
Ndufb6,0.08591832,0.7011154
Boc,0.075758144,0.7012005
Diaph2,0.05849446,0.70121413
Gm10785,0.099607825,0.7012567
Dnajc25,-0.08933783,0.701299
Appl1,-0.05448775,0.70140696
Trmt2b,0.06623485,0.70142615
Nipa1,0.05692029,0.7014467
Pdik1l,0.071257114,0.70153314
Drap1,0.06047165,0.7015452
Ptpra,0.060275793,0.70157105
Napg,-0.056188986,0.7015761
Cdkal1,0.05446852,0.70177895
Dnase2a,0.072906196,0.7020095
44446,0.059416983,0.7020192
Pcnx,0.057976644,0.7021118
Kbtbd2,-0.052197978,0.7021501
Csrp2,0.07703877,0.7021916
Zfp326,0.056713697,0.70225954
Pcm1,-0.05815807,0.70226336
Man2c1os,-0.1185875,0.70227355
Rbak,-0.057411045,0.7022798
Igtp,0.08425965,0.7024308
Nfkbib,-0.055129725,0.7024316
Gm20449,-0.15568735,0.7025442
Gm10080,-0.09829834,0.7025733
Ddx5,-0.059995454,0.70261246
Rabac1,-0.058791567,0.7026126
Cntln,-0.055471838,0.70261955
Zfp710,-0.053878598,0.70262617
Ufsp2,0.07138176,0.70266664
Gm26664,-0.13290921,0.7027493
Ndufv2,0.053867824,0.7027713
Trp53i11,0.11868246,0.70282173
Emd,-0.05448185,0.702848
Glg1,0.057886872,0.70288974
Gale,0.097949125,0.7029099
Nxn,-0.089387186,0.70294416
Kansl1,-0.057456486,0.7029977
Zfp318,0.052518804,0.7030559
Stag3,0.15029791,0.7031691
Dusp12,0.10328479,0.7032373
Gm26772,-0.06906179,0.7032673
Nell2,0.14405061,0.7032776
Gm17203,0.09152955,0.70330834
Ubtf,-0.060176287,0.7033645
Gm13443,-0.17248411,0.7034551
Itch,0.05992027,0.703605
Sh3tc2,0.05834122,0.70384485
Rab18,-0.051466525,0.70389444
Arih2,-0.05302273,0.7040355
Gm16523,0.20911723,0.70410067
Ebna1bp2,0.054002795,0.7043276
Pigc,0.059372306,0.70439416
Telo2,0.059758358,0.70448315
Hif1an,-0.05380595,0.70450807
Arhgef15,0.07141701,0.70458704
Col18a1,-0.07276195,0.7046561
Gm9776,0.10004033,0.70465857
Rpl17-ps10,0.11047167,0.70473325
Cysltr1,0.15844709,0.704752
Spred2,-0.05609167,0.7047851
Tex9,0.067098506,0.704787
Eipr1,-0.07825333,0.7049284
Gba2,-0.05228421,0.7049289
Gm12034,0.13533427,0.7050757
Urod,0.0568152,0.7051484
Umad1,0.06764561,0.7051901
Ppip5k1,-0.05384002,0.70519596
AA414768,-0.09446037,0.7053128
Naxd,-0.05288182,0.70570606
Gm7598,-0.12418753,0.70571625
Fbxo38,-0.05198126,0.7057509
Nkain2,-0.058038596,0.7057587
Gm16581,-0.090232156,0.7057614
Scpep1os,-0.2407486,0.70577776
Tmed7,0.059339073,0.7058072
Rars2,0.06984464,0.70583206
Rab3gap1,-0.05198967,0.7058837
Eri1,0.06409593,0.7059005
Zfp746,-0.053777315,0.70591
Ubtd1,-0.08744793,0.70593125
Kctd15,-0.07013774,0.706012
Rpl36-ps2,-0.123375796,0.70611143
Sec63,-0.05805708,0.7062299
Utp3,-0.06681303,0.70630527
Nipsnap2,0.055680916,0.70631796
Krt80,-0.13966185,0.7064098
Htatsf1,-0.052179143,0.70642346
Bace1,-0.060618233,0.7065532
Dmc1,0.15022601,0.7066521
Txnl4b,-0.072312735,0.7067005
Echs1,0.058332246,0.7067323
Kremen1,-0.05775598,0.7069223
Josd2,0.05884959,0.7069824
Rhog,0.05353587,0.70701826
Selenot,-0.058603182,0.7070358
Pla1a,-0.114554055,0.7070741
Ube4b,-0.057272535,0.7071351
Emc10,0.057379305,0.70713943
Rwdd3,0.11393926,0.70716125
Nsg1,0.081265874,0.7072062
Rbm6-ps1,0.15057085,0.70722896
Ccdc12,0.07157745,0.707237
Uba1,0.05759206,0.70725805
Dapk1,0.060449205,0.70725924
Ppm1h,0.057038687,0.7073974
Atxn7l2,0.06365961,0.70758516
Gapvd1,0.05750978,0.7077856
Afg1l,0.07914194,0.70782524
Golga4,-0.058435377,0.70786124
Mir6351,-0.13755777,0.707878
Smpd4,0.05708794,0.7078803
B4galt7,0.069621205,0.7080244
Nrbf2,-0.09090009,0.70837235
Lrrc36,0.14025871,0.7083837
Trpm2,0.12518266,0.70852965
Ccdc159,-0.07043659,0.7086176
Gm13198,-0.16762422,0.708621
Ramp1,0.11646343,0.7086667
Zfp382,0.06790706,0.7086862
Kiz,0.054086007,0.7086887
Ogt,-0.058124516,0.708872
Cd74,0.07292094,0.7089536
Lgals9,0.07161817,0.7090338
Rmc1,-0.05332453,0.70939016
Gm17430,-0.22677092,0.709397
Kdm5b,0.059329215,0.70948225
Gdi1,0.056506075,0.70969117
Rpl5-ps2,-0.11059,0.70971626
Ppp1r9a,-0.060219787,0.7097737
Smc1a,-0.05159952,0.70995224
Rftn2,-0.059212863,0.7100818
Bnip1,0.06189938,0.7101371
Ttf1,-0.05551748,0.71017665
Amdhd2,0.051224437,0.7101906
4930412C18Rik,-0.13385116,0.7101912
Rac2,0.10378484,0.71031016
Pigx,0.07832432,0.7103102
Supt4a,0.064626314,0.7106162
C030014I23Rik,0.097910136,0.7106796
Hoxb4,0.08841343,0.71075886
Tpx2,0.15888917,0.71088296
Stk3,0.050836667,0.7108989
Pih1d1,0.062485784,0.71094936
Gm12174,-0.0880555,0.71099454
Gm10797,-0.07897017,0.7110068
Gm10275,0.10790264,0.7113412
Gm16876,-0.14771749,0.7113474
Ldhb,-0.057988442,0.71138877
Mir7662,-0.12303884,0.7115215
Fam20a,-0.08782317,0.7115752
Fam174a,0.053478967,0.7115823
Pabpc1l,-0.16554762,0.7116666
Lgals1,0.057951167,0.711681
Tug1,0.05094412,0.71173775
Gm45713,0.08897938,0.711748
Ankrd42,0.08618268,0.711875
Dop1b,0.059212968,0.71191776
Ssh3,-0.05331883,0.71195096
Dclk1,0.077802025,0.7119617
Pfkfb2,0.060101423,0.7120646
Rptor,-0.057077702,0.7121586
Fam162a,0.072527364,0.71218175
Fam196a,-0.059133265,0.7121942
Gm9396,0.11573718,0.7122445
Phip,-0.05593562,0.71234
Pygl,-0.056001466,0.7123586
Gm26530,0.13482453,0.7123693
Hprt,0.06552101,0.7124379
Gata3,-0.21537249,0.7125262
Slc6a9,-0.090872265,0.71263534
Zfp346,0.05788093,0.71274066
Mst1,0.13339144,0.71280646
Usb1,0.061946295,0.7128233
Synpr,0.16527747,0.7128866
Eml4,0.051278513,0.7129009
Eftud2,-0.05047141,0.7129232
Aup1,-0.04908942,0.71332943
Pcdhb12,-0.12939483,0.7133311
Palmd,0.049254097,0.7134328
Rab14,-0.05597272,0.7134367
Gpc2,0.09560751,0.71362406
Setd3,-0.056493644,0.7138193
Syngr3,0.18112521,0.7138596
Notch3,0.068176314,0.71387756
Ube2v2,0.082003705,0.7139051
Myo3a,-0.13264409,0.71402735
Lrat,-0.13386711,0.7140388
Rbm22,-0.051109146,0.71406806
Ahr,-0.06014887,0.71408623
Zfp982,-0.08746274,0.7141509
Tpm4,-0.057800405,0.71419436
Rnf7,0.058827706,0.7142083
Tfeb,0.053457692,0.7143749
Gm16239,-0.15413879,0.71446145
Zfp536,-0.055319097,0.7145815
Ccdc85c,-0.07576471,0.7146691
Ppil2,-0.04968761,0.714773
Coq7,0.08858881,0.7148077
Gm6493,-0.12073849,0.71485716
Mettl21a,0.07779096,0.7148788
Vps37a,-0.05076547,0.7148887
Rbm3os,-0.16001613,0.7149006
Fam98a,0.0584088,0.71495676
Gm340,0.05493815,0.7149852
Gpc4,0.05181396,0.7149886
Dennd5a,-0.05622631,0.7150129
Lin9,-0.11951906,0.71509814
Dtx4,0.059432287,0.71509975
Mul1,-0.053416725,0.715267
Gprasp2,-0.0760393,0.7155461
Rhbdl1,0.13538665,0.71567273
